gene_id,log2FC,pvalue,padj,mean_expr,species,de_method,dataset_id
g34,-0.283023324468446,0.227495025712179,0.387980517196703,882.277132526235,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g35,-1.31331689879383,4.10123731431017e-07,6.86824524020276e-06,126.640365604686,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g36,-1.78983329779954,0.00212255716094122,0.0111994068772424,14.0397078760779,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g37,0.2722418641143,0.0590233870049537,0.148211353136889,680.75078365323,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g38,-0.465530001239159,0.0013787547528295,0.00780389516784739,570.690807682489,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g39,-0.160815372124728,0.268102268109058,0.435216755359531,1379.86790575425,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g40,-0.215857775773075,0.137175891669262,0.271687281758879,600.400705415321,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g41,-0.398346206755099,0.182342843851985,0.33253872466011,48.202230408061,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g42,-0.0769330554212689,0.641692039118354,0.765669910476337,698.442699734445,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g43,0.582049047496729,0.00726335742085645,0.0300939752020796,282.270531305359,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g44,0.158908645828461,0.281447472892375,0.449339085337391,1211.65891254538,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g45,0.245825204639297,0.382934855803716,0.549945783687027,87.9927409238963,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g46,-0.206211391071094,0.644074427529003,0.76733605245901,42.5698717653963,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g47,0.40795780035943,0.0429524638635101,0.117091143093744,863.491649335047,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g48,2.47079263973405,6.5603521226535e-09,1.5771513192428e-07,62.8225915833208,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g49,0.448734129090911,0.0146309253491506,0.0521607860492711,230.205178367246,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g50,0.976554689315769,4.54660633659361e-05,0.000437721881679773,189.198587911589,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g51,0.158592810801574,0.489383906238307,0.644509605855234,93.9256426906741,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g52,-0.260727383896779,0.529648826699185,0.67732614999669,25.6387895391291,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g53,-0.218275801882162,0.278798213425512,0.446591569345172,333.709898267686,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g54,0.0625561784326719,0.737059165193213,0.835279915704042,310.970516488796,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g55,2.58761861174734,0.000413602311850656,0.0028667559027664,11.7462482626907,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g56,-0.599468882726237,1.1786810193896e-05,0.000135541769001918,722.452690914522,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g57,0.0850909483853218,0.74498550370942,0.841355331660119,291.890846752563,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g59,0.606689988415304,0.227806563688672,0.388365918768273,17.5401000574331,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
